1,1.27E-24,-0.000970358,0.000970358,-7.33E-06
2,0.58606831,-0.78085235,0.19478405,-0.005918579
3,1.1727054,-1.5583739,0.38566849,-0.011846035
4,1.7592196,-2.3325784,0.57335888,-0.017781553
5,2.3455492,-3.1033512,0.75780201,-0.023723337
6,3.0488148,-4.0235897,0.97477493,-0.030859218
7,3.5174093,-4.6341513,1.116742,-0.035618514
8,4.2198486,-5.5454574,1.3256088,-0.04275823
9,4.6877941,-6.1498904,1.4620963,-0.047517221
10,5.155425,-6.7517766,1.5963516,-0.052274496
11,6.0896174,-7.9476961,1.8580787,-0.061780271
12,6.5561163,-8.5416254,1.9855091,-0.066526972
13,7.0221752,-9.1327996,2.1106243,-0.071268359
14,7.4877629,-9.7211688,2.2334059,-0.076003545
15,8.4173996,-10.889297,2.4718975,-0.085451804
16,8.8813862,-11.468961,2.5875746,-0.09016314
17,9.3447768,-12.045629,2.7008522,-0.094864803
18,9.8075403,-12.619256,2.811716,-0.099555945
19,10.269646,-13.189798,2.9201527,-0.10423573
20,10.832802,-13.882016,3.0492142,-0.10993175
21,11.394875,-14.569495,3.1746202,-0.11560812
22,11.955808,-15.252161,3.2963524,-0.12126337
23,12.515546,-15.929941,3.4143946,-0.12689607
24,13.074032,-16.602765,3.5287328,-0.1325048
25,13.631211,-17.270566,3.6393552,-0.13808818
26,14.187027,-17.933279,3.7462523,-0.14364484
27,14.741424,-18.590841,3.8494166,-0.14917346
28,15.294347,-19.24319,3.9488433,-0.15467274
29,15.845741,-19.89027,4.0445295,-0.16014141
30,16.39555,-20.532024,4.1364747,-0.16557823
31,16.943719,-21.1684,4.2246808,-0.170982
32,17.490194,-21.799346,4.3091518,-0.17635155
33,18.03492,-22.424814,4.3898941,-0.18168574
34,18.577843,-23.044759,4.4669163,-0.18698347
35,19.118908,-23.659137,4.5402294,-0.19224368
36,19.658061,-24.267907,4.6098465,-0.19746532
37,20.195248,-24.871031,4.6757831,-0.20264741
38,20.730416,-25.468473,4.7380568,-0.20778899
39,21.26351,-26.060198,4.7966876,-0.21288913
40,21.794479,-26.646176,4.8516974,-0.21794694
41,22.323268,-27.226378,4.9031105,-0.22296159
42,22.849824,-27.800777,4.9509533,-0.22793224
43,23.374096,-28.36935,4.9952542,-0.23285814
44,23.89603,-28.932074,5.0360438,-0.23773855
45,24.415575,-29.488929,5.0733547,-0.24257275
46,24.932678,-30.039899,5.1072213,-0.2473601
47,25.447288,-30.584968,5.1376804,-0.25209995
48,25.959353,-31.124123,5.1647702,-0.25679172
49,26.468822,-31.657353,5.1885311,-0.26143486
50,26.975645,-32.18465,5.2090052,-0.26602885
51,27.479769,-32.706006,5.2262365,-0.2705732
52,27.981146,-33.221417,5.2402705,-0.27506746
53,28.479725,-33.73088,5.2511546,-0.27951123
54,28.975456,-34.234394,5.2589376,-0.28390412
55,29.468289,-34.731959,5.26367,-0.28824579
56,29.958176,-35.22358,5.2654038,-0.29253592
57,30.445066,-35.709259,5.2641923,-0.29677423
